Ac 2c 3c    user
9h Jh 5h    wusser
9h Jh 6h    wusih
9h Jh 7h    wursts
9h Jh 8h    wuppe
9h Jh 10h   wugg
9h Jh Qh    wroke
9h Jh Kh    wrocht
9h Qh Ac    wraithe
9h Qh 2c    worthed
9h Qh 3c    worldful
9h Qh 4c    woomeras
9h Qh 5c    woolier
9h Qh 6c    woodmote
9h Qh 7c    wonkier
9h Qh 8c    womera
9h Qh 9c    wollomai
9h Qh 10c   wolfian
9h Qh Jc    woesome
9h Qh Qc    wodges
9h Qh Kc    wobegone
9h Qh Ad    wiver
9h Qh 2d    wists
9h Qh 3d    wisplike
9h Qh 4d    wishless
9h Qh 5d    wisehead
9h Qh 6d    wirelike
9h Qh 7d    winned
9h Qh 8d    windsail
9h Qh 9d    windlin
9h Qh 10d   windill
9h Qh Jd    windigos
9h Qh Qd    wilek
9h Qh Kd    wicopy
9h Qh As    whyness
9h Qh 2s    whyfor
9h Qh 3s    whops
9h Qh 4s    whinyard
9h Qh 5s    whinnied
9h Qh 6s    whinier
9h Qh 7s    whiffers
9h Qh 8s    wherefor
9h Qh 9s    wheeping
9h Qh 10s   whase
9h Qh Js    wharfed
9h Qh Qs    whaps
9h Qh Ks    wetly
9h Qh Ah    werby
9h Qh 2h    welshry
9h Qh 3h    wellnigh
9h Qh 4h    wellbred
9h Qh 5h    welladay
9h Qh 6h    weiring
9h Qh 7h    webfed
9h Qh 8h    wayless
9h Qh 10h   waxlike
9h Qh Jh    wavingly
9h Qh Kh    wattless
9h Kh Ac    wastages
9h Kh 2c    wassails
9h Kh 3c    wangun
9h Kh 4c    wakiki
9h Kh 5c    waisters
9h Kh 6c    waganda
9h Kh 7c    waffies
9h Kh 8c    waddly
9h Kh 9c    wachuset
9h Kh 10c   vowess
9h Kh Jc    votish
9h Kh Qc    voglite
9h Kh Kc    vodas
9h Kh Ad    vocalics
9h Kh 2d    vladimar
9h Kh 3d    vivifier
9h Kh 4d    vivaces
9h Kh 5d    vitriols
9h Kh 6d    viridity
9h Kh 7d    vined
9h Kh 8d    villagey
9h Kh 9d    vigogne
9h Kh 10d   viewy
9h Kh Jd    vidonia
9h Kh Qd    viddui
9h Kh Kd    vicenary
9h Kh As    vibrion
9h Kh 2s    vestuary
9h Kh 3s    versines
9h Kh 4s    verseman
9h Kh 5s    vernin
9h Kh 6s    verlee
9h Kh 7s    veridic
9h Kh 8s    ventrad
9h Kh 9s    velds
9h Kh 10s   velation
9h Kh Js    veinless
9h Kh Qs    vaunce
9h Kh Ks    varietur
9h Kh Ah    varanian
9h Kh 2h    vapoury
9h Kh 3h    vanvleck
9h Kh 4h    vandykes
9h Kh 5h    vamose
9h Kh 6h    valry
9h Kh 7h    valours
9h Kh 8h    vaguish
9h Kh 10h   vagrom
9h Kh Jh    vagility
9h Kh Qh    vacuit
10h Ac 2c   uxorial
10h Ac 3c   uveitic
10h Ac 4c   uvalha
10h Ac 5c   utum
10h Ac 6c   usnach
10h Ac 7c   usent
10h Ac 8c   urucuri
10h Ac 9c   ursone
10h Ac 10c  ursoid
10h Ac Jc   urials
10h Ac Qc   upvalley
10h Ac Kc   upticks
10h Ac Ad   upsun
10h Ac 2d   uprun
10h Ac 3d   uplead
10h Ac 4d   upglide
10h Ac 5d   upflows
10h Ac 6d   upborne
10h Ac 7d   unyoked
10h Ac 8d   unwon
10h Ac 9d   unwiped
10h Ac 10d  unwilled
10h Ac Jd   unweaves
10h Ac Qd   unwarped
10h Ac Kd   untwine
10h Ac As   untrod
10h Ac 2s   untopped
10h Ac 3s   unthawed
10h Ac 4s   untalked
10h Ac 5s   unswung
10h Ac 6s   unstress
10h Ac 7s   unstraps
10h Ac 8s   unstep
10h Ac 9s   unship
10h Ac 10s  unsaddle
10h Ac Js   unruffle
10h Ac Qs   unrotted
10h Ac Ks   unroot
10h Ac Ah   unrobed
10h Ac 2h   unrobbed
10h Ac 3h   unriped
10h Ac 4h   unrip
10h Ac 5h   unrepaid
10h Ac 6h   unred
10h Ac 7h   unproud
10h Ac 8h   unplaned
10h Ac 9h   unplace
10h Ac Jh   unpen
10h Ac Qh   unpeel
10h Ac Kh   unparser
10h 2c Ac   unness
10h 2c 3c   unmilked
10h 2c 4c   unlook
10h 2c 5c   unlensed
10h 2c 6c   unlashed
10h 2c 7c   unkinder
10h 2c 8c   unition
10h 2c 9c   unifaced
10h 2c 10c  unhit
10h 2c Jc   unhasty
10h 2c Qc   ungummed
10h 2c Kc   unguards
10h 2c Ad   unguard
10h 2c 2d   ungrace
10h 2c 3d   unginned
10h 2c 4d   ungag
10h 2c 5d   unflexed
10h 2c 6d   unfined
10h 2c 7d   unerased
10h 2c 8d   uneager
10h 2c 9d   undumped
10h 2c 10d  undon
10h 2c Jd   underjaw
10h 2c Qd   uncoy
10h 2c Kd   uncopied
10h 2c As   uncock
10h 2c 2s   unclogs
10h 2c 3s   unclasp
10h 2c 4s   unclamp
10h 2c 5s   unchoke
10h 2c 6s   uncatchy
10h 2c 7s   uncages
10h 2c 8s   unbridle
10h 2c 9s   unbrave
10h 2c 10s  unbottle
10h 2c Js   unbombed
10h 2c Qs   unbitten
10h 2c Ks   unbends
10h 2c Ah   unbar
10h 2c 2h   unawared
10h 2c 3h   ulaula
10h 2c 4h   uird
10h 2c 5h   uintjie
10h 2c 6h   ucuuba
10h 2c 7h   tzitzith
10h 2c 8h   tzetze
10h 2c 9h   tzardom
10h 2c Jh   tyramin
10h 2c Qh   typeout
10h 2c Kh   twedy
10h 3c Ac   twangle
10h 3c 2c   tuwi
10h 3c 4c   tutted
10h 3c 5c   tusking
10h 3c 6c   tursha
10h 3c 7c   turnskin
10h 3c 8c   turfy
10h 3c 9c   turfmen
10h 3c 10c  turanite
10h 3c Jc   tunnies
10h 3c Qc   tunish
10h 3c Kc   tuckie
10h 3c Ad   tuchun
10h 3c 2d   tubiform
10h 3c 3d   tsores
10h 3c 4d   trusix
10h 3c 5d   trubu
10h 3c 6d   trocks
10h 3c 7d   triter
10h 3c 8d   triones
10h 3c 9d   triols
10h 3c 10d  triobol
10h 3c Jd   trindles
10h 3c Qd   tricorns
10h 3c Kd   triblet
10h 3c As   triatic
10h 3c 2s   triamid
10h 3c 3s   triace
10h 3c 4s   tremblor
10h 3c 5s   treebine
10h 3c 6s   travus
10h 3c 7s   travoy
10h 3c 8s   trampage
10h 3c 9s   tramman
10h 3c 10s  toxology
10h 3c Js   toxical
10h 3c Qs   touser
10h 3c Ks   torulose
10h 3c Ah   tornit
10h 3c 2h   torchet
10h 3c 3h   topwise
10h 3c 4h   tootling
10h 3c 5h   tootled
10h 3c 6h   tomolo
10h 3c 7h   tomkiel
10h 3c 8h   tomcods
10h 3c 9h   tokened
10h 3c Jh   togging
10h 3c Qh   tobyman
10h 3c Kh   toadlike
10h 4c Ac   titanism
10h 4c 2c   tissuing
10h 4c 3c   tirurai
10h 4c 5c   tiringly
10h 4c 6c   tiredest
10h 4c 7c   tipless
10h 4c 8c   timpanum
10h 4c 9c   timerity
10h 4c 10c  timeful
10h 4c Jc   tilmus
10h 4c Qc   tillages
10h 4c Kc   tigelle
10h 4c Ad   tieless
10h 4c 2d   tickie
10h 4c 3d   ticca
10h 4c 4d   tibold
10h 4c 5d   thysen
10h 4c 6d   thwait
10h 4c 7d   thurse
10h 4c 8d   thruput
10h 4c 9d   threstle
10h 4c 10d  threne
10h 4c Jd   thomajan
10h 4c Qd   tholance
10h 4c Kd   thivel
10h 4c As   thisll
10h 4c 2s   thisbee
10h 4c 3s   thewy
10h 4c 4s   thesean
10h 4c 5s   theave
10h 4c 6s   theah
10h 4c 7s   thawy
10h 4c 8s   tharm
10h 4c 9s   teucri
10h 4c 10s  testatum
10h 4c Js   testacy
10h 4c Qs   tercelet
10h 4c Ks   teratism
10h 4c Ah   tepidity
10h 4c 2h   tentless
10h 4c 3h   tenacle
10h 4c 4h   tenaces
10h 4c 5h   telfers
10h 4c 6h   tegminal
10h 4c 7h   teethers
10h 4c 8h   taxir
10h 4c 9h   tarve
10h 4c Jh   tarasc
10h 4c Qh   tapuyan
10h 4c Kh   tappit
10h 5c Ac   tapnet
10h 5c 2c   tapework
10h 5c 3c   tanyards
10h 5c 4c   tanglers
10h 5c 6c   tandie
10h 5c 7c   tameless
10h 5c 8c   tamasine
10h 5c 9c   talliers
10h 5c 10c  takingly
10h 5c Jc   taffety
10h 5c Qc   tactite
10h 5c Kc   taborer
10h 5c Ad   tabinet
10h 5c 2d   syzygial
10h 5c 3d   syrphids
10h 5c 4d   synergid
10h 5c 5d   syndet
10h 5c 6d   swounds
10h 5c 7d   swosh
10h 5c 8d   swither
10h 5c 9d   swisses
10h 5c 10d  swinged
10h 5c Jd   swilled
10h 5c Qd   swerver
10h 5c Kd   swagging
10h 5c As   swabby
10h 5c 2s   suttees
10h 5c 3s   surlier
10h 5c 4s   surfy
10h 5c 5s   surfeits
10h 5c 6s   sunquake
10h 5c 7s   sulker
10h 5c 8s   sudation
10h 5c 9s   sucken
10h 5c 10s  succin
10h 5c Js   subsolid
10h 5c Qs   subocean
10h 5c Ks   subjudge
10h 5c Ah   suberose
10h 5c 2h   suberone
10h 5c 3h   subedit
10h 5c 4h   subchela
10h 5c 5h   subblock
10h 5c 6h   styward
10h 5c 7h   styptics
10h 5c 8h   stylli
10h 5c 9h   stuping
10h 5c Jh   struv
10h 5c Qh   strunt
10h 5c Kh   stroming
10h 6c Ac   stroky
10h 6c 2c   strickle
10h 6c 3c   stratig
10h 6c 4c   stooled
10h 6c 5c   stold
10h 6c 7c   stogy
10h 6c 8c   stlg
10h 6c 9c   stinkard
10h 6c 10c  stiflers
10h 6c Jc   stied
10h 6c Qc   stiddy
10h 6c Kc   stickful
10h 6c Ad   sticket
10h 6c 2d   stephine
10h 6c 3d   stasima
10h 6c 4d   stannyl
10h 6c 5d   standpat
10h 6c 6d   stampian
10h 6c 7d   stallar
10h 6c 8d   stagion
10h 6c 9d   stagging
10h 6c 10d  stagged
10h 6c Jd   stafani
10h 6c Qd   squoosh
10h 6c Kd   squirl
10h 6c As   squilgee
10h 6c 2s   squeam
10h 6c 3s   squame
10h 6c 4s   spunyarn
10h 6c 5s   spunkies
10h 6c 6s   springes
10h 6c 7s   sprenge
10h 6c 8s   sporosac
10h 6c 9s   spongier
10h 6c 10s  spoffle
10h 6c Js   spitten
10h 6c Qs   spinally
10h 6c Ks   spignet
10h 6c Ah   spignel
10h 6c 2h   spiggoty
10h 6c 3h   speering
10h 6c 4h   speeled
10h 6c 5h   speedful
10h 6c 6h   speecher
10h 6c 7h   spearers
10h 6c 8h   spavins
10h 6c 9h   spasmus
10h 6c Jh   sparsim
10h 6c Qh   spandril
10h 6c Kh   spalpeen
10h 7c Ac   spale
10h 7c 2c   spaer
10h 7c 3c   sozins
10h 7c 4c   souser
10h 7c 5c   sottie
10h 7c 6c   sorva
10h 7c 8c   sorghums
10h 7c 9c   sorbing
10h 7c 10c  sooths
10h 7c Jc   soosoo
10h 7c Qc   solarise
10h 7c Kc   solanums
10h 7c Ad   sokul
10h 7c 2d   softner
10h 7c 3d   soberest
10h 7c 4d   sobber
10h 7c 5d   soapier
10h 7c 6d   snurl
10h 7c 7d   snuffkin
10h 7c 8d   snubbish
10h 7c 9d   snowish
10h 7c 10d  snouty
10h 7c Jd   snitchy
10h 7c Qd   snippily
10h 7c Kd   sneezers
10h 7c As   sneery
10h 7c 2s   snacked
10h 7c 3s   smithite
10h 7c 4s   smiters
10h 7c 5s   smitch
10h 7c 6s   smearers
10h 7c 7s   smearer
10h 7c 8s   smaze
10h 7c 9s   slyer
10h 7c 10s  slutting
10h 7c Js   slopy
10h 7c Qs   slivery
10h 7c Ks   sleying
10h 7c Ah   sleighty
10h 7c 2h   slaws
10h 7c 3h   skyte
10h 7c 4h   skipway
10h 7c 5h   skinlike
10h 7c 6h   skimmity
10h 7c 7h   skilder
10h 7c 8h   skelm
10h 7c 9h   skeined
10h 7c Jh   skeeing
10h 7c Qh   sitzmark
10h 7c Kh   sithcund
10h 8c Ac   sistent
10h 8c 2c   sistence
10h 8c 3c   sirloins
10h 8c 4c   sirees
10h 8c 5c   sinzer
10h 8c 6c   simpai
10h 8c 7c   simonist
10h 8c 9c   simarre
10h 8c 10c  signman
10h 8c Jc   siennas
10h 8c Qc   sideness
10h 8c Kc   siddurs
10h 8c Ad   sices
10h 8c 2d   sibbens
10h 8c 3d   siameses
10h 8c 4d   shuln
10h 8c 5d   shrab
10h 8c 6d   shoder
10h 8c 7d   shivvy
10h 8c 8d   shipt
10h 8c 9d   shinnied
10h 8c 10d  shiftily
10h 8c Jd   shiatzu
10h 8c Qd   sheugh
10h 8c Kd   sherifs
10h 8c As   sheppeck
10h 8c 2s   shelvy
10h 8c 3s   shelvers
10h 8c 4s   shehita
10h 8c 5s   shavuoth
10h 8c 6s   shavians
10h 8c 7s   sharpite
10h 8c 8s   sharos
10h 8c 9s   sharked
10h 8c 10s  shansa
10h 8c Js   shamuses
10h 8c Qs   shammed
10h 8c Ks   shagbag
10h 8c Ah   shadchen
10h 8c 2h   sfree
10h 8c 3h   sextos
10h 8c 4h   sextiles
10h 8c 5h   setoffs
10h 8c 6h   setling
10h 8c 7h   serpolet
10h 8c 8h   serins
10h 8c 9h   serener
10h 8c Jh   seqwl
10h 8c Qh   sepult
10h 8c Kh   septette
10h 9c Ac   septave
10h 9c 2c   sensilia
10h 9c 3c   sendoffs
10h 9c 4c   senatory
10h 9c 5c   seminium
10h 9c 6c   semigod
10h 9c 7c   semifast
10h 9c 8c   semangs
10h 9c 10c  selmore
10h 9c Jc   sejeant
10h 9c Qc   seedcake
10h 9c Kc   secundas
10h 9c Ad   secchio
10h 9c 2d   sebesten
10h 9c 3d   searce
10h 9c 4d   seamiest
10h 9c 5d   seahound
10h 9c 6d   seaboots
10h 9c 7d   scutty
10h 9c 8d   scrogs
10h 9c 9d   scrimps
10h 9c 10d  scraye
10h 9c Jd   scraw
10h 9c Qd   scraplet
10h 9c Kd   scraggle
10h 9c As   scragged
10h 9c 2s   scrae
10h 9c 3s   scourage
10h 9c 4s   scorners
10h 9c 5s   scolion
10h 9c 6s   scolices
10h 9c 7s   sclerose
10h 9c 8s   sciurine
10h 9c 9s   scious
10h 9c 10s  schochat
10h 9c Js   schistus
10h 9c Qs   schifra
10h 9c Ks   scenter
10h 9c Ah   scenical
10h 9c 2h   scaum
10h 9c 3h   scarid
10h 9c 4h   scaleni
10h 9c 5h   scaffy
10h 9c 6h   sbli
10h 9c 7h   saxpence
10h 9c 8h   saxicava
10h 9c 9h   sawmaker
10h 9c Jh   sawlike
10h 9c Qh   sawbills
10h 9c Kh   saucepot
10h 10c Ac  saturnal
10h 10c 2c  sative
10h 10c 3c  satinay
10h 10c 4c  satiable
10h 10c 5c  sassily
10h 10c 6c  sassed
10h 10c 7c  sarodist
10h 10c 8c  sardelle
10h 10c 9c  sanukite
10h 10c Jc  sambuke
10h 10c Qc  samalla
10h 10c Kc  salwin
10h 10c Ad  salvidor
10h 10c 2d  saltily
10h 10c 3d  saltate
10h 10c 4d  sakais
10h 10c 5d  sairly
10h 10c 6d  saintess
10h 10c 7d  sagest
10h 10c 8d  sacrists
10h 10c 9d  sacrify
10h 10c 10d sabael
10h 10c Jd  runovers
10h 10c Qd  rumpot
10h 10c Kd  rummers
10h 10c As  rumdum
10h 10c 2s  rugmaker
10h 10c 3s  rudera
10h 10c 4s  rubican
10h 10c 5s  rubelle
10h 10c 6s  rsle
10h 10c 7s  rowings
10h 10c 8s  rovetto
10h 10c 9s  rouping
10h 10c 10s rouncy
10h 10c Js  rottenly
10h 10c Qs  rosiness
10h 10c Ks  roselani
10h 10c Ah  ropeable
10h 10c 2h  roothold
10h 10c 3h  rootcap
10h 10c 4h  roomless
10h 10c 5h  rookus
10h 10c 6h  roodles
10h 10c 7h  romulian
10h 10c 8h  rommany
10h 10c 9h  romadur
10h 10c Jh  roily
10h 10c Qh  roice
10h 10c Kh  robalito
10h Jc Ac   rissian
10h Jc 2c   rippler
10h Jc 3c   rillet
10h Jc 4c   rigling
10h Jc 5c   rievers
10h Jc 6c   ridgel
10h Jc 7c   ricine
10h Jc 8c   ricebird
10h Jc 9c   rhizopod
10h Jc 10c  rhetic
10h Jc Qc   rheopexy
10h Jc Kc   rexmond
10h Jc Ad   rewood
10h Jc 2d   rewelded
10h Jc 3d   rewake
10h Jc 4d   revolite
10h Jc 5d   revete
10h Jc 6d   revalues
10h Jc 7d   retree
10h Jc 8d   retender
10h Jc 9d   reshoe
10h Jc 10d  reroot
10h Jc Jd   rerack
10h Jc Qd   reprime
10h Jc Kd   reparate
10h Jc As   renky
10h Jc 2s   remised
10h Jc 3s   remenant
10h Jc 4s   remated
10h Jc 5s   relot
10h Jc 6s   relift
10h Jc 7s   relievos
10h Jc 8s   relearnt
10h Jc 9s   relacing
10h Jc 10s  relaces
10h Jc Js   rekill
10h Jc Qs   reink
10h Jc Ks   reinform
10h Jc Ah   regurge
10h Jc 2h   regma
10h Jc 3h   regiven
10h Jc 4h   regalism
10h Jc 5h   refolds
10h Jc 6h   refected
10h Jc 7h   reexpand
10h Jc 8h   redrives
10h Jc 9h   redream
10h Jc Jh   redouts
10h Jc Qh   redock
10h Jc Kh   redeck
10h Qc Ac   recredit
10h Qc 2c   recork
10h Qc 3c   recopies
10h Qc 4c   recooper
10h Qc 5c   recook
10h Qc 6c   recoiler
10h Qc 7c   recocks
10h Qc 8c   recentre
10h Qc 9c   recement
10h Qc 10c  recatch
10h Qc Jc   recaller
10h Qc Kc   recabled
10h Qc Ad   rebred
10h Qc 2d   rebosa
10h Qc 3d   rebeller
10h Qc 4d   rebecs
10h Qc 5d   rebah
10h Qc 6d   reawakes
10h Qc 7d   reaphook
10h Qc 8d   rbtl
10h Qc 9d   razoring
10h Qc 10d  rattraps
10h Qc Jd   ratoons
10h Qc Qd   rathite
10h Qc Kd   ratbite
10h Qc As   rashest
10h Qc 2s   ranulas
10h Qc 3s   ranket
10h Qc 4s   ranique
10h Qc 5s   ramosity
10h Qc 6s   ramequin
10h Qc 7s   rambeh
10h Qc 8s   ramate
10h Qc 9s   rallinae
10h Qc 10s  rakery
10h Qc Js   rainbowy
10h Qc Qs   ragouzis
10h Qc Ks   raffler
10h Qc Ah   raffery
10h Qc 2h   radulas
10h Qc 3h   radarmen
10h Qc 4h   racklin
10h Qc 5h   rachets
10h Qc 6h   racemous
10h Qc 7h   rabbles
10h Qc 8h   rabbled
10h Qc 9h   quinnat
10h Qc Jh   quilate
10h Qc Qh   queest
10h Qc Kh   queach
10h Kc Ac   quavery
10h Kc 2c   quatch
10h Kc 3c   quartane
10h Kc 4c   quarion
10h Kc 5c   quahaug
10h Kc 6c   quaffs
10h Kc 7c   qantar
10h Kc 8c   pyxidium
10h Kc 9c   pyropes
10h Kc 10c  pyrolyze
10h Kc Jc   pyritous
10h Kc Qc   pyreneus
10h Kc Ad   pyrales
10h Kc 2d   pussier
10h Kc 3d   pusses
10h Kc 4d   pushier
10h Kc 5d   purrah
10h Kc 6d   punans
10h Kc 7d   punalua
10h Kc 8d   pulpers
10h Kc 9d   pullock
10h Kc 10d  puggry
10h Kc Jd   psychoid
10h Kc Qd   psend
10h Kc Kd   prowar
10h Kc As   proneur
10h Kc 2s   prochora
10h Kc 3s   proatlas
10h Kc 4s   prismed
10h Kc 5s   primness
10h Kc 6s   primings
10h Kc 7s   primatic
10h Kc 8s   previse
10h Kc 9s   prestudy
10h Kc 10s  prestly
10h Kc Js   preser
10h Kc Qs   prerock
10h Kc Ks   prepubis
10h Kc Ah   prepubic
10h Kc 2h   prepd
10h Kc 3h   premoral
10h Kc 4h   premiate
10h Kc 5h   prelimit
10h Kc 6h   preflood
10h Kc 7h   prefills
10h Kc 8h   predried
10h Kc 9h   predata
10h Kc Jh   precurse
10h Kc Qh   precode
10h Kc Kh   precipe
10h Ad Ac   prated
10h Ad 2c   pranging
10h Ad 3c   prancy
10h Ad 4c   poudret
10h Ad 5c   pottages
10h Ad 6c   potate
10h Ad 7c   potamian
10h Ad 8c   portwin
10h Ad 9c   porterly
10h Ad 10c  portance
10h Ad Jc   porkless
10h Ad Qc   popoloco
10h Ad Kc   poplet
10h Ad 2d   poperies
10h Ad 3d   poonce
10h Ad 4d   ponica
10h Ad 5d   pomard
10h Ad 6d   polycot
10h Ad 7d   poltina
10h Ad 8d   poloist
10h Ad 9d   pollam
10h Ad 10d  polaran
10h Ad Jd   polander
10h Ad Qd   pointmen
10h Ad Kd   pneum
10h Ad As   pmirr
10h Ad 2s   plugugly
10h Ad 3s   plud
10h Ad 4s   plinker
10h Ad 5s   plimsole
10h Ad 6s   pliantly
10h Ad 7s   pleurum
10h Ad 8s   plerosis
10h Ad 9s   pleion
10h Ad 10s  playte
10h Ad Js   plashy
10h Ad Qs   plashing
10h Ad Ks   planetic
10h Ad Ah   planceer
10h Ad 2h   plaided
10h Ad 3h   plagula
10h Ad 4h   plagae
10h Ad 5h   placit
10h Ad 6h   pizzles
10h Ad 7h   pivski
10h Ad 8h   pivotmen
10h Ad 9h   pittings
10h Ad Jh   pitsaw
10h Ad Qh   pistle
10h Ad Kh   pirozzo
10h 2d Ac   pipless
10h 2d 2c   pinnas
10h 2d 3c   pinnage
10h 2d 4c   pinenes
10h 2d 5c   pilage
10h 2d 6c   pigswill
10h 2d 7c   pietown
10h 2d 8c   piddlers
10h 2d 9c   piddled
10h 2d 10c  picrotin
10h 2d Jc   pickout
10h 2d Qc   pickar
10h 2d Kc   phytalus
10h 2d Ad   phymas
10h 2d 3d   phratria
10h 2d 4d   phonier
10h 2d 5d   phloxes
10h 2d 6d   pheny
10h 2d 7d   phallism
10h 2d 8d   petrog
10h 2d 9d   petitor
10h 2d 10d  peterus
10h 2d Jd   petalism
10h 2d Qd   pestling
10h 2d Kd   pesage
10h 2d As   perusers
10h 2d 2s   perulate
10h 2d 3s   permiak
10h 2d 4s   perlitic
10h 2d 5s   perilaus
10h 2d 6s   penwiper
10h 2d 7s   pennia
10h 2d 8s   pengos
10h 2d 9s   penest
10h 2d 10s  penangs
10h 2d Js   pellock
10h 2d Qs   pelasgoi
10h 2d Ks   pelagra
10h 2d Ah   pegger
10h 2d 2h   peeving
10h 2d 3h   pedalism
10h 2d 4h   pedalier
10h 2d 5h   pectinid
10h 2d 6h   peavies
10h 2d 7h   peatery
10h 2d 8h   peasen
10h 2d 9h   peaced
10h 2d Jh   pdad
10h 2d Qh   pazazz
10h 2d Kh   pavid
10h 3d Ac   patmian
10h 3d 2c   patine
10h 3d 3c   patavian
10h 3d 4c   patart
10h 3d 5c   parvule
10h 3d 6c   partless
10h 3d 7c   paronyms
10h 3d 8c   paracme
10h 3d 9c   papulose
10h 3d 10c  papoosh
10h 3d Jc   papillar
10h 3d Qc   paperer
10h 3d Kc   panure
10h 3d Ad   panuelos
10h 3d 2d   pansophy
10h 3d 4d   pannonic
10h 3d 5d   panionia
10h 3d 6d   panayan
10h 3d 7d   pamperos
10h 3d 8d   palpiger
10h 3d 9d   palmiest
10h 3d 10d  pallmall
10h 3d Jd   pallall
10h 3d Qd   pallae
10h 3d Kd   palinal
10h 3d As   palilia
10h 3d 2s   pahmi
10h 3d 3s   pagandom
10h 3d 4s   pabble
10h 3d 5s   oxhouse
10h 3d 6s   owlishly
10h 3d 7s   ovisacs
10h 3d 8s   oviger
10h 3d 9s   ovicidal
10h 3d 10s  overwet
10h 3d Js   oversand
10h 3d Qs   overrid
10h 3d Ks   overpark
10h 3d Ah   overness
10h 3d 2h   overhold
10h 3d 3h   overedge
10h 3d 4h   overdrew
10h 3d 5h   overdoze
10h 3d 6h   overcrop
10h 3d 7h   overbuy
10h 3d 8h   overbusy
10h 3d 9h   overbow
10h 3d Jh   overbill
10h 3d Qh   overbet
10h 3d Kh   outthrow
10h 4d Ac   outthrew
10h 4d 2c   outswam
10h 4d 3c   outstep
10h 4d 4c   outspoke
10h 4d 5c   outrode
10h 4d 6c   outname
10h 4d 7c   outlie
10h 4d 8c   outleap
10h 4d 9c   outimage
10h 4d 10c  outdrank
10h 4d Jc   outcurve
10h 4d Qc   outcity
10h 4d Kc   otarine
10h 4d Ad   ostitis
10h 4d 2d   ostiak
10h 4d 3d   osmoses
10h 4d 5d   orthman
10h 4d 6d   orthidae
10h 4d 7d   ornithic
10h 4d 8d   ornature
10h 4d 9d   orling
10h 4d 10d  organzas
10h 4d Jd   orectic
10h 4d Qd   oraler
10h 4d Kd   optable
10h 4d As   opsonic
10h 4d 2s   opaqued
10h 4d 3s   oozooid
10h 4d 4s   oniony
10h 4d 5s   onding
10h 4d 6s   ondagram
10h 4d 7s   omphalus
10h 4d 8s   olszyn
10h 4d 9s   olorosos
10h 4d 10s  olamon
10h 4d Js   oilless
10h 4d Qs   oilfired
10h 4d Ks   oilcans
10h 4d Ah   ofris
10h 4d 2h   oenomel
10h 4d 3h   odylic
10h 4d 4h   odif
10h 4d 5h   octanols
10h 4d 6h   octangle
10h 4d 7h   ocreae
10h 4d 8h   ochro
10h 4d 9h   ocdm
10h 4d Jh   obolaria
10h 4d Qh   obligant
10h 4d Kh   obelion
10h 5d Ac   obeahs
10h 5d 2c   obdt
10h 5d 3c   oary
10h 5d 4c   nursers
10h 5d 5c   nunciate
10h 5d 6c   nudniks
10h 5d 7c   novatrix
10h 5d 8c   notocord
10h 5d 9c   nosings
10h 5d 10c  nosebone
10h 5d Jc   norword
10h 5d Qc   norgine
10h 5d Kc   noosing
10h 5d Ad   noodge
10h 5d 2d   nonuser
10h 5d 3d   nonunity
10h 5d 4d   nontonal
10h 5d 6d   nonrated
10h 5d 7d   nonmodal
10h 5d 8d   nonimage
10h 5d 9d   nongay
10h 5d 10d  nondance
10h 5d Jd   nonagons
10h 5d Qd   nonacute
10h 5d Kd   nomancy
10h 5d As   nodality
10h 5d 2s   nocuous
10h 5d 3s   niveous
10h 5d 4s   nitid
10h 5d 5s   nipter
10h 5d 6s   nimming
10h 5d 7s   nilote
10h 5d 8s   nilling
10h 5d 9s   nilghai
10h 5d 10s  nihils
10h 5d Js   niftiest
10h 5d Qs   niftier
10h 5d Ks   nielli
10h 5d Ah   nichani
10h 5d 2h   neufer
10h 5d 3h   nervose
10h 5d 4h   neostyle
10h 5d 5h   nenney
10h 5d 6h   navswc
10h 5d 7h   nattle
10h 5d 8h   nasonite
10h 5d 9h   narton
10h 5d Jh   narcist
10h 5d Qh   namda
10h 5d Kh   nagnag
10h 6d Ac   nagmaal
10h 6d 2c   nachison
10h 6d 3c   nabes
10h 6d 4c   nabac
10h 6d 5c   mystific
10h 6d 6c   myrwyn
10h 6d 7c   myriadth
10h 6d 8c   myogram
10h 6d 9c   muzzlers
10h 6d 10c  mutines
10h 6d Jc   musses
10h 6d Qc   muscaris
10h 6d Kc   murium
10h 6d Ad   mungoose
10h 6d 2d   muggar
10h 6d 3d   mucopus
10h 6d 4d   mrsmith
10h 6d 5d   mpow
10h 6d 7d   moxas
10h 6d 8d   mowrah
10h 6d 9d   moviolas
10h 6d 10d  moundy
10h 6d Jd   moulten
10h 6d Qd   moudie
10h 6d Kd   motioner
10h 6d As   motific
10h 6d 2s   moshell
10h 6d 3s   mosette
10h 6d 4s   mortorio
10h 6d 5s   morsal
10h 6d 6s   moror
10h 6d 7s   morelles
10h 6d 8s   moraler
10h 6d 9s   mopsey
10h 6d 10s  montuvio
10h 6d Js   monsoni
10h 6d Qs   monofuel
10h 6d Ks   mongoyo
10h 6d Ah   mongered
10h 6d 2h   monetite
10h 6d 3h   monaxons
10h 6d 4h   molysite
10h 6d 5h   moldered
10h 6d 6h   mokihi
10h 6d 7h   moier
10h 6d 8h   moellon
10h 6d 9h   modelize
10h 6d Jh   mobby
10h 6d Qh   mmoc
